item_id,Brand Name,Generic Name,Category
ITM_3574,Bystolic,nebivolol 20 MG Oral Tablet,Other
ITM_3575,Nucort,hydrocortisone Topical Lotion,Skin/Topical
ITM_3576,Nucort,hydrocortisone 20 MG/ML Topical Lotion,Skin/Topical
ITM_3577,Align,Bifidobacterium infantis 4 MG Oral Capsule,Other
ITM_3578,Physiolyte,magnesium chloride 0.00148 MEQ/ML / potassium chloride 0.005 MEQ/ML / sodium acetate 0.027 MEQ/ML / sodium chloride 0.09 MEQ/ML / sodium gluconate 0.023 MEQ/ML Irrigation Solution,Other
ITM_3579,Dramamine Less Drowsy,meclizine Oral Tablet,Other
ITM_3580,Debrox,carbamide peroxide Otic Solution,Other
ITM_3581,Debrox,carbamide peroxide 65 MG/ML Otic Solution,Other
ITM_3582,Resinol,petrolatum / resorcinol Topical Ointment,Skin/Topical
ITM_3583,Resinol,petrolatum 0.55 MG/MG / resorcinol 0.02 MG/MG Topical Ointment,Skin/Topical
ITM_3584,INOmax,nitric oxide / nitrogen Gas for Inhalation,Other
ITM_3585,INOmax,nitric oxide 0.01 % / nitrogen 99.99 % Gas for Inhalation,Other
ITM_3586,INOmax,nitric oxide 0.08 % / nitrogen 99.92 % Gas for Inhalation,Other
ITM_3587,Soothe & Cool Moisture Barrier,petrolatum Topical Ointment,Skin/Topical
ITM_3588,Soothe & Cool Moisture Barrier,petrolatum 1 MG/MG Topical Ointment,Skin/Topical
ITM_3589,Murine Ear,carbamide peroxide Otic Solution,Other
ITM_3590,Murine Ear,carbamide peroxide 65 MG/ML Otic Solution,Other
ITM_3591,Mollifene,carbamide peroxide Otic Solution,Other
ITM_3592,Mollifene,carbamide peroxide 65 MG/ML Otic Solution,Other
ITM_3593,E-R-O,carbamide peroxide Otic Solution,Other
ITM_3594,E-R-O,carbamide peroxide 65 MG/ML Otic Solution,Other
ITM_3595,Auraphene-B,carbamide peroxide Otic Solution,Other
ITM_3596,Auraphene-B,carbamide peroxide 65 MG/ML Otic Solution,Other
ITM_3597,Moxatag,amoxicillin Extended Release Oral Tablet,Other
ITM_3598,Moxatag,amoxicillin 775 MG Extended Release Oral Tablet,Other
ITM_3599,Campath,1 ML alemtuzumab 30 MG/ML Injection,Other
ITM_3600,Uramaxin,urea Topical Gel,Skin/Topical
ITM_3601,Uramaxin,urea 0.45 MG/MG Topical Gel,Skin/Topical
ITM_3602,Fexmid,cyclobenzaprine hydrochloride 7.5 MG Oral Tablet,Other
ITM_3603,Sumaxin,sulfacetamide / sulfur Medicated Pad,Other
ITM_3604,Amrix,24 HR cyclobenzaprine hydrochloride 30 MG Extended Release Oral Capsule,Other
ITM_3605,Amrix,24 HR cyclobenzaprine hydrochloride 15 MG Extended Release Oral Capsule,Other
ITM_3606,Proctofoam-HC,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Foam,Skin/Topical
ITM_3607,Proctofoam,pramoxine hydrochloride 10 MG/ML Rectal Foam,Skin/Topical
ITM_3608,Trilipix,fenofibrate Delayed Release Oral Capsule,Other
ITM_3609,Trilipix,fenofibric acid 135 MG Delayed Release Oral Capsule,Other
ITM_3610,Trilipix,fenofibric acid 45 MG Delayed Release Oral Capsule,Other
ITM_3611,Paxil,paroxetine Extended Release Oral Tablet,Other
ITM_3612,Maxalt,rizatriptan Disintegrating Oral Tablet,Other
ITM_3613,Maxalt,rizatriptan 10 MG Disintegrating Oral Tablet,Other
ITM_3614,Cancidas,caspofungin acetate 70 MG Injection,Other
ITM_3615,Tylenol,acetaminophen Oral Suspension,Other
ITM_3616,Tylenol,acetaminophen 32 MG/ML Oral Suspension,Other
ITM_3617,Tylenol,acetaminophen 160 MG Chewable Tablet,Other
ITM_3618,Cytra-3,citric acid / potassium citrate / sodium citrate Oral Solution,Other
ITM_3619,Cytra-3,citric acid 66.8 MG/ML / potassium citrate 110 MG/ML / sodium citrate 100 MG/ML Oral Solution,Other
ITM_3620,Taclonex,betamethasone / calcipotriene Topical Lotion,Skin/Topical
ITM_3621,Zolpimist,zolpidem Oral Spray,Other
ITM_3622,Zolpimist,zolpidem tartrate 5 MG/ACTUAT Oral Spray,Other
ITM_3623,Mozobil,1.2 ML plerixafor 20 MG/ML Injection,Other
ITM_3624,Cancidas,caspofungin acetate 50 MG Injection,Other
ITM_3625,Uroqid-Acid No.2,"methenamine mandelate 500 MG / sodium phosphate, monobasic 500 MG Oral Tablet",Other
ITM_3626,Mag 64,magnesium chloride Delayed Release Oral Tablet,Other
ITM_3627,Mag 64,magnesium chloride 535 MG Delayed Release Oral Tablet,Other
ITM_3628,Norco,acetaminophen / hydrocodone Oral Tablet,Other
ITM_3629,PEDIARIX,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe",Other
ITM_3630,PEDIARIX,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",Other
ITM_3631,Recombivax,hepatitis B surface antigen vaccine Prefilled Syringe,Other
ITM_3632,Recombivax,1 ML hepatitis B surface antigen vaccine 0.01 MG/ML Prefilled Syringe,Other
ITM_3633,Recombivax,0.5 ML hepatitis B surface antigen vaccine 0.01 MG/ML Prefilled Syringe,Other
ITM_3634,Recombivax,1 ML hepatitis B surface antigen vaccine 0.04 MG/ML Injection,Other
ITM_3635,Doans,magnesium salicylate Oral Tablet,Other
ITM_3636,Doans,magnesium salicylate 580 MG Oral Tablet,Other
ITM_3637,RabAvert,1 ML rabies virus vaccine flury-lep strain 2.5 UNT/ML Injection,Other
ITM_3638,Imovax,"1 ML rabies virus vaccine wistar strain PM-1503-3M (human), inactivated 2.5 UNT/ML Injection",Other
ITM_3639,Imogam,"2 ML rabies immune globulin, human 150 UNT/ML Injection",Other
ITM_3640,Vanquish,acetaminophen / aspirin / caffeine Oral Tablet,Other
ITM_3641,Kinrix,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe",Other
ITM_3642,Kinrix,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",Other
ITM_3643,Avidoxy,doxycycline Oral Tablet,Other
ITM_3644,Avidoxy,doxycycline monohydrate 100 MG Oral Tablet,Other
ITM_3645,Digex,hyoscyamine / phenyltoloxamine Oral Capsule,Other
ITM_3646,Epiduo,adapalene / benzoyl peroxide Topical Gel,Skin/Topical
ITM_3647,Epiduo,adapalene 0.001 MG/MG / benzoyl peroxide 0.025 MG/MG Topical Gel,Skin/Topical
ITM_3648,"Aminosyn 10%, Sulfite-Free",alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution,Other
ITM_3649,"Aminosyn 10%, Sulfite-Free",alanine 12.8 MG/ML / arginine 9.8 MG/ML / glycine 12.8 MG/ML / histidine 3 MG/ML / isoleucine 7.2 MG/ML / leucine 9.4 MG/ML / lysine 7.2 MG/ML / methionine 4 MG/ML / phenylalanine 4.4 MG/ML / proline 8.6 MG/ML / serine 4.2 MG/ML / threonine 5.2 MG/ML / tryptophan 1.6 MG/ML / tyrosine 0.44 MG/ML / valine 8 MG/ML Injectable Solution,Other
ITM_3650,"Aminosyn 8.5%, Sulfite-Free",alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution,Other
ITM_3651,"Aminosyn 8.5%, Sulfite-Free",alanine 11 MG/ML / arginine 8.5 MG/ML / glycine 11 MG/ML / histidine 2.6 MG/ML / isoleucine 6.2 MG/ML / leucine 8.1 MG/ML / lysine 6.24 MG/ML / methionine 3.4 MG/ML / phenylalanine 3.8 MG/ML / proline 7.5 MG/ML / serine 3.7 MG/ML / threonine 4.6 MG/ML / tryptophan 1.5 MG/ML / tyrosine 0.44 MG/ML / valine 6.8 MG/ML Injectable Solution,Other
ITM_3652,M-End PE,brompheniramine / codeine / phenylephrine Oral Solution,Other
ITM_3653,Scalacort,hydrocortisone Topical Lotion,Skin/Topical
ITM_3654,Scalacort,hydrocortisone 20 MG/ML Topical Lotion,Skin/Topical
ITM_3655,Cardizem,diltiazem Extended Release Oral Capsule,Other
ITM_3656,Cardizem,24 HR diltiazem hydrochloride 360 MG Extended Release Oral Capsule,Other
ITM_3657,Cardizem,24 HR diltiazem hydrochloride 300 MG Extended Release Oral Capsule,Other
ITM_3658,Cardizem,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule,Other
ITM_3659,Cardizem,24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule,Other
ITM_3660,Cardizem,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule,Other
ITM_3661,Cardizem,diltiazem Extended Release Oral Tablet,Other
ITM_3662,Cardizem,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Tablet,Other
ITM_3663,Cardizem,24 HR diltiazem hydrochloride 180 MG Extended Release Oral Tablet,Other
ITM_3664,Cardizem,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Tablet,Other
ITM_3665,Cardizem,24 HR diltiazem hydrochloride 300 MG Extended Release Oral Tablet,Other
ITM_3666,Cardizem,24 HR diltiazem hydrochloride 360 MG Extended Release Oral Tablet,Other
ITM_3667,Cardizem,24 HR diltiazem hydrochloride 420 MG Extended Release Oral Tablet,Other
ITM_3668,Cardizem,diltiazem hydrochloride 120 MG Oral Tablet,Other
ITM_3669,Tiazac,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule,Other
ITM_3670,Taztia,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule,Other
ITM_3671,Dilt,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule,Other
ITM_3672,Cartia,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule,Other
ITM_3673,Tiazac,24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule,Other
ITM_3674,Taztia,24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule,Other
ITM_3675,Dilt,24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule,Other
ITM_3676,Cartia,24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule,Other
ITM_3677,Gastrocrom,cromolyn sodium 20 MG/ML Oral Solution,Other
ITM_3678,Dilt,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule,Other
ITM_3679,Tiazac,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule,Other
ITM_3680,Taztia,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule,Other
ITM_3681,Cartia,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule,Other
ITM_3682,Tiazac,24 HR diltiazem hydrochloride 300 MG Extended Release Oral Capsule,Other
ITM_3683,Taztia,24 HR diltiazem hydrochloride 300 MG Extended Release Oral Capsule,Other
ITM_3684,Cartia,24 HR diltiazem hydrochloride 300 MG Extended Release Oral Capsule,Other
ITM_3685,Tiazac,24 HR diltiazem hydrochloride 360 MG Extended Release Oral Capsule,Other
ITM_3686,Taztia,24 HR diltiazem hydrochloride 360 MG Extended Release Oral Capsule,Other
ITM_3687,Tiazac,24 HR diltiazem hydrochloride 420 MG Extended Release Oral Capsule,Other
ITM_3688,Vusion,miconazole nitrate 0.0025 MG/MG / petrolatum 0.814 MG/MG / zinc oxide 0.15 MG/MG Topical Ointment,Skin/Topical
ITM_3689,Aminosyn-PF 7%,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine Injectable Solution,Other
ITM_3690,Aminosyn-PF 7%,alanine 4.9 MG/ML / arginine 8.61 MG/ML / aspartate 3.7 MG/ML / glutamate 5.76 MG/ML / glycine 2.7 MG/ML / histidine 2.2 MG/ML / isoleucine 5.34 MG/ML / leucine 8.31 MG/ML / lysine 4.75 MG/ML / methionine 1.25 MG/ML / phenylalanine 3 MG/ML / proline 5.7 MG/ML / serine 3.47 MG/ML / taurine 0.5 MG/ML / threonine 3.6 MG/ML / tryptophan 1.25 MG/ML / tyrosine 0.44 MG/ML / valine 4.52 MG/ML Injectable Solution,Other
ITM_3691,RiaSTAP,"fibrinogen, human 1 MG Injection",Other
ITM_3692,Nafrinse,sodium fluoride Mouthwash,Other
ITM_3693,Nafrinse,sodium fluoride 0.5 MG/ML Mouthwash,Other
ITM_3694,Prezista,darunavir 75 MG Oral Tablet,Other
ITM_3695,Gelnique,oxybutynin Topical Gel,Skin/Topical
ITM_3696,Vectical,calcitriol Topical Ointment,Skin/Topical
ITM_3697,SenoSol-SS,"docusate / sennosides, USP Oral Tablet",Other
ITM_3698,Biothrax,Bacillus anthracis strain V770-NP1-R antigens 0.1 MG/ML Injectable Suspension,Other
ITM_3699,Mar-cof CG,codeine / guaifenesin Oral Solution,Other
ITM_3700,Klor-Con,potassium chloride 8 MEQ Extended Release Oral Tablet,Other
ITM_3701,Klor-Con,Microencapsulated potassium chloride 15 MEQ Extended Release Oral Tablet,Other
ITM_3702,ACAM2000,"smallpox vaccine live, New York City Board of Health vaccinia strain 500000000 UNT/ML Injectable Solution",Other
ITM_3703,Savella,milnacipran Oral Tablet,Other
ITM_3704,Savella,milnacipran hydrochloride 100 MG Oral Tablet,Other
ITM_3705,Savella,milnacipran hydrochloride 12.5 MG Oral Tablet,Other
ITM_3706,Savella,milnacipran hydrochloride 50 MG Oral Tablet,Other
ITM_3707,Savella,milnacipran hydrochloride 25 MG Oral Tablet,Other
ITM_3708,Sporanox,itraconazole Oral Capsule,Other
ITM_3709,Sporanox,itraconazole 100 MG Oral Capsule,Other
ITM_3710,Cardizem,diltiazem hydrochloride 30 MG Oral Tablet,Other
ITM_3711,Taclonex,betamethasone 0.5 MG/ML / calcipotriene 0.05 MG/ML Topical Lotion,Skin/Topical
ITM_3712,Xopenex,levalbuterol 0.417 MG/ML Inhalation Solution,Other
ITM_3713,Taclonex,betamethasone 0.0005 MG/MG / calcipotriene 0.00005 MG/MG Topical Ointment,Skin/Topical
ITM_3714,Cordarone,amiodarone hydrochloride 200 MG Oral Tablet,Other
ITM_3715,Diltzac,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule,Other
ITM_3716,Diltzac,24 HR diltiazem hydrochloride 300 MG Extended Release Oral Capsule,Other
ITM_3717,Caltrate Plus D,calcium carbonate 1500 MG / cholecalciferol 200 UNT Oral Tablet,Other
ITM_3718,Peridex,chlorhexidine gluconate 1.2 MG/ML Mouthwash,Other
ITM_3719,Periogard,chlorhexidine gluconate 1.2 MG/ML Mouthwash,Other
ITM_3720,PerioChip,chlorhexidine gluconate 2.5 MG Drug Implant,Other
ITM_3721,Betasept,chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap,Other
ITM_3722,Dyna-Hex,chlorhexidine gluconate 20 MG/ML Medicated Liquid Soap,Other
ITM_3723,Dyna-Hex,chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap,Other
ITM_3724,Hibiclens,chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap,Other
ITM_3725,Uloric,febuxostat Oral Tablet,Other
ITM_3726,Uloric,febuxostat 40 MG Oral Tablet,Other
ITM_3727,Uloric,febuxostat 80 MG Oral Tablet,Other
ITM_3728,Pacerone,amiodarone hydrochloride 200 MG Oral Tablet,Other
ITM_3729,Pacerone,amiodarone hydrochloride 400 MG Oral Tablet,Other
ITM_3730,Cardizem,diltiazem hydrochloride 60 MG Oral Tablet,Other
ITM_3731,MaxiVision Lutein Formula,lutein Oral Capsule,Other
ITM_3732,MaxiVision Lutein Formula,lutein 10 MG Oral Capsule,Other
ITM_3733,Aplenzin,bupropion Extended Release Oral Tablet,Other
ITM_3734,Naprosyn,naproxen 500 MG Delayed Release Oral Tablet,Other
ITM_3735,Ultram,tramadol hydrochloride 50 MG Oral Tablet,Other
ITM_3736,Trecator,ethionamide Oral Tablet,Other
ITM_3737,Trecator,ethionamide 250 MG Oral Tablet,Other
ITM_3738,Claravis,isotretinoin Oral Capsule,Other
ITM_3739,Depo-testosterone,testosterone cypionate 100 MG/ML Injectable Solution,Other
ITM_3740,Gengraf,"cyclosporine, modified 100 MG Oral Capsule",Other
ITM_3741,Depo-testosterone,testosterone cypionate 200 MG/ML Injectable Solution,Other
ITM_3742,Gengraf,"cyclosporine, modified 100 MG/ML Oral Solution",Other
ITM_3743,Gengraf,"cyclosporine, modified 25 MG Oral Capsule",Other
ITM_3744,Neoral,"cyclosporine, modified 100 MG/ML Oral Solution",Other
ITM_3745,Neoral,"cyclosporine, modified 25 MG Oral Capsule",Other
ITM_3746,Neoral,"cyclosporine, modified 100 MG Oral Capsule",Other
ITM_3747,Temodar,temozolomide 100 MG Injection,Other
ITM_3748,QuinZyme,ubidecarenone Disintegrating Oral Tablet,Other
ITM_3749,QuinZyme,ubidecarenone 90 MG Disintegrating Oral Tablet,Other
ITM_3750,Pacerone,amiodarone hydrochloride 100 MG Oral Tablet,Other
ITM_3751,Ferralet 90,ascorbic acid / docusate / folic acid / iron carbonyl / vitamin B12 Oral Tablet,Other
ITM_3752,Ferralet 90,ascorbic acid 120 MG / docusate sodium 50 MG / folic acid 1 MG / iron carbonyl 90 MG / vitamin B12 0.012 MG Oral Tablet,Other
ITM_3753,Bicillin,2 ML penicillin G benzathine 450000 UNT/ML / penicillin G procaine 150000 UNT/ML Prefilled Syringe,Other
ITM_3754,Claritin,loratadine Oral Capsule,Other
ITM_3755,Claritin,loratadine 10 MG Oral Capsule,Other
ITM_3756,Atrovent,200 ACTUAT ipratropium bromide 0.017 MG/ACTUAT Metered Dose Inhaler,Other
ITM_3757,Ultracet,acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,Other
ITM_3758,Vaqta,"1 ML hepatitis A virus strain CR 326F antigen, inactivated 50 UNT/ML Prefilled Syringe",Other
ITM_3759,Vaqta,"0.5 ML hepatitis A virus strain CR 326F antigen, inactivated 50 UNT/ML Prefilled Syringe",Other
ITM_3760,Edluar,zolpidem Sublingual Tablet,Other
ITM_3761,Edluar,zolpidem tartrate 10 MG Sublingual Tablet,Other
ITM_3762,Edluar,zolpidem tartrate 5 MG Sublingual Tablet,Other
ITM_3763,Prevacid,lansoprazole Disintegrating Oral Tablet,Other
ITM_3764,Benadryl,diphenhydramine Topical Gel,Skin/Topical
ITM_3765,Theo-24,theophylline 100 MG Extended Release Oral Capsule,Other
ITM_3766,Theo-24,theophylline 300 MG Extended Release Oral Capsule,Other
ITM_3767,Theo-24,theophylline 200 MG Extended Release Oral Capsule,Other
ITM_3768,Theo-24,theophylline 400 MG Extended Release Oral Capsule,Other
ITM_3769,Conceptrol,nonoxynol-9 Vaginal Gel,Skin/Topical
ITM_3770,Conceptrol,nonoxynol-9 0.04 MG/MG Vaginal Gel,Skin/Topical
ITM_3771,Ultram,24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet,Other
ITM_3772,Topamax,topiramate Oral Capsule,Other
ITM_3773,Topamax,topiramate 15 MG Oral Capsule,Other
ITM_3774,Topamax,topiramate 25 MG Oral Capsule,Other
ITM_3775,Altace,ramipril 1.25 MG Oral Capsule,Other
ITM_3776,Afinitor,everolimus Oral Tablet,Other
ITM_3777,Afinitor,everolimus 10 MG Oral Tablet,Other
ITM_3778,Afinitor,everolimus 5 MG Oral Tablet,Other
ITM_3779,Ixiaro,"Japanese encephalitis virus vaccine, inactivated Prefilled Syringe",Other
ITM_3780,Phillips Milk of Magnesia,magnesium hydroxide 160 MG/ML Oral Suspension,Other
ITM_3781,Benzac,benzoyl peroxide Medicated Liquid Soap,Other
ITM_3782,Benzac,benzoyl peroxide 100 MG/ML Medicated Liquid Soap,Other
ITM_3783,Benzac,benzoyl peroxide 50 MG/ML Medicated Liquid Soap,Other
ITM_3784,Pacnex,benzoyl peroxide Medicated Liquid Soap,Other
ITM_3785,Pacnex,benzoyl peroxide 70 MG/ML Medicated Liquid Soap,Other
ITM_3786,Cortizone,hydrocortisone 0.01 MG/MG Topical Gel,Skin/Topical
ITM_3787,Renova,tretinoin Topical Cream,Skin/Topical
ITM_3788,Renova,tretinoin 0.2 MG/ML Topical Cream,Skin/Topical
ITM_3789,Fluoridex Daily Defense Sensitivity,potassium nitrate / sodium fluoride Toothpaste,Skin/Topical
ITM_3790,Fluoridex Daily Defense Sensitivity,potassium nitrate 0.05 MG/MG / sodium fluoride 0.011 MG/MG Toothpaste,Skin/Topical
ITM_3791,Benicar HCT,hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet,Other
ITM_3792,Benicar HCT,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet,Other
ITM_3793,Benicar HCT,hydrochlorothiazide / olmesartan Oral Tablet,Other
ITM_3794,Benicar HCT,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,Other
ITM_3795,ProCentra,dextroamphetamine Oral Solution,Other
ITM_3796,Humulin,"3 ML insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Pen Injector",Other
ITM_3797,Humulin N,"3 ML insulin isophane, human 100 UNT/ML Pen Injector",Other
ITM_3798,Humalog Mix,"3 ML insulin lispro 50 UNT/ML / insulin lispro protamine, human 50 UNT/ML Pen Injector",Other
ITM_3799,Lantus,3 ML insulin glargine 100 UNT/ML Pen Injector,Other
ITM_3800,Levemir,3 ML insulin detemir 100 UNT/ML Pen Injector,Other
ITM_3801,Norditropin,1.5 ML somatropin 10 MG/ML Pen Injector,Other
ITM_3802,Norditropin,1.5 ML somatropin 3.33 MG/ML Pen Injector,Other
ITM_3803,Humalog Mix,"3 ML insulin lispro 25 UNT/ML / insulin lispro protamine, human 75 UNT/ML Pen Injector",Other
ITM_3804,Apidra,"3 ML insulin glulisine, human 100 UNT/ML Pen Injector",Other
ITM_3805,Norditropin,1.5 ML somatropin 6.67 MG/ML Pen Injector,Other
ITM_3806,Cipro,24 HR ciprofloxacin 1000 MG Extended Release Oral Tablet,Other
ITM_3807,Keppra,24 HR levetiracetam 750 MG Extended Release Oral Tablet,Other
ITM_3808,Coartem,artemether / lumefantrine Oral Tablet,Other
ITM_3809,Coartem,artemether 20 MG / lumefantrine 120 MG Oral Tablet,Other
ITM_3810,Kaletra,lopinavir / ritonavir Oral Tablet,Other
ITM_3811,Kaletra,lopinavir 200 MG / ritonavir 50 MG Oral Tablet,Other
ITM_3812,Kaletra,lopinavir 100 MG / ritonavir 25 MG Oral Tablet,Other
ITM_3813,Kaletra,lopinavir / ritonavir Oral Solution,Other
ITM_3814,Kaletra,lopinavir 80 MG/ML / ritonavir 20 MG/ML Oral Solution,Other
ITM_3815,"Aminosyn 3.5 % M, Sulfite Free",alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / magnesium acetate / methionine / phenylalanine / phosphoric acid / potassium acetate / proline / serine / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution,Other
ITM_3816,"Aminosyn 3.5 % M, Sulfite Free",alanine 4.48 MG/ML / arginine 3.43 MG/ML / glycine 4.48 MG/ML / histidine 1.05 MG/ML / isoleucine 2.52 MG/ML / leucine 3.29 MG/ML / lysine 2.52 MG/ML / magnesium acetate 0.003 MEQ/ML / methionine 1.4 MG/ML / phenylalanine 1.54 MG/ML / phosphoric acid 0.4 MG/ML / potassium acetate 0.01 MEQ/ML / proline 3 MG/ML / serine 1.47 MG/ML / sodium chloride 0.04 MEQ/ML / threonine 1.82 MG/ML / tryptophan 0.56 MG/ML / tyrosine 0.31 MG/ML / valine 2.8 MG/ML Injectable Solution,Other
ITM_3817,Byetta,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector,Other
ITM_3818,Byetta,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector,Other
ITM_3819,Exforge HCT,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,Other
ITM_3820,Exforge HCT,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,Other
ITM_3821,Exforge HCT,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,Other
ITM_3822,Exforge HCT,amlodipine / hydrochlorothiazide / valsartan Oral Tablet,Other
ITM_3823,Exforge HCT,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,Other
ITM_3824,Exforge HCT,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,Other
ITM_3825,Simponi,golimumab Prefilled Syringe,Other
ITM_3826,Simponi,0.5 ML golimumab 100 MG/ML Prefilled Syringe,Other
ITM_3827,Bufferin,aspirin 500 MG Oral Tablet,Other
ITM_3828,Diprolene,Augmented betamethasone 0.5 MG/ML Topical Cream,Skin/Topical
ITM_3829,Diprolene,Augmented betamethasone 0.0005 MG/MG Topical Ointment,Skin/Topical
ITM_3830,Estring,90 DAY estradiol 0.000313 MG/HR Vaginal System,Other
ITM_3831,Femring,90 DAY estradiol 0.00208 MG/HR Vaginal System,Other
ITM_3832,Femring,90 DAY estradiol 0.00417 MG/HR Vaginal System,Other
ITM_3833,Diltzac,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule,Other
ITM_3834,ENTsol,sodium chloride 30 MG/ML Nasal Spray,Other
ITM_3835,Requip,24 HR ropinirole 6 MG Extended Release Oral Tablet,Other
ITM_3836,Fanapt,iloperidone Oral Tablet,Other
ITM_3837,Fanapt,iloperidone 1 MG Oral Tablet,Other
ITM_3838,Fanapt,iloperidone 10 MG Oral Tablet,Other
ITM_3839,Fanapt,iloperidone 12 MG Oral Tablet,Other
ITM_3840,Fanapt,iloperidone 2 MG Oral Tablet,Other
ITM_3841,Fanapt,iloperidone 4 MG Oral Tablet,Other
ITM_3842,Fanapt,iloperidone 6 MG Oral Tablet,Other
ITM_3843,Fanapt,iloperidone 8 MG Oral Tablet,Other
ITM_3844,Oro Clense,chlorhexidine gluconate 1.2 MG/ML Mouthwash,Other
ITM_3845,Questran,cholestyramine resin 4000 MG Powder for Oral Suspension,Other
ITM_3846,Prevalite,Sugar-Free cholestyramine resin 4000 MG Powder for Oral Suspension,Other
ITM_3847,Cetraxal,ciprofloxacin Otic Solution,Other
ITM_3848,Cetraxal,ciprofloxacin 2 MG/ML Otic Solution,Other
ITM_3849,Lamictal,lamotrigine Disintegrating Oral Tablet,Other
ITM_3850,Lamictal,lamotrigine 100 MG Disintegrating Oral Tablet,Other
ITM_3851,Lamictal,lamotrigine 200 MG Disintegrating Oral Tablet,Other
ITM_3852,Lamictal,lamotrigine 25 MG Disintegrating Oral Tablet,Other
